OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Shape_Leng,zone,LocationID,borough,F_id,amenity,name,wikidata,FID_1,wheelchair,addr_city,addr_house,addr_stree,opening_ho,phone,website,addr_postc,addr_state,brand,brand_wiki,cuisine,ele,gnis_featu,outdoor_se,allotments,cocktails,drink_beer,drink_liqu,drink_wine,created_by,source,happy_hour,building,old_name,bar,diet_vegan,diet_veget,internet_a,payment_ca,payment_cr,payment_de,toilets,toilets_un,tourism,addr_count,check_date,diet_chick,diet_fish,diet_glute,diet_lacto,diet_meat,diet_non_v,diet_ovo_v,diet_plant,diet_seafo,level,payment_ma,payment_vi,opening__1,contact_fa,contact_in,delivery,email,takeaway,website_me,alt_name,drink_coff,smoking,nysgissam_,addr_unit,indoor_sea,wikipedia,name_zh,drink_tea,internet_1,organic,reservatio,toilets_ac,toilets_wh,air_condit,payment__1,fixme,branch,changing_t,facebook,instagram,twitter,addr_floor,highchair,microbrewe,payment_am,payment_di,seats,start_date,contact_ph,contact_we,descriptio,craft,official_n,drink_sake,dog,atm,drink_sang,fax,addr_hou_1,source_ele,payment_co,full_name,opening__2,opening__3,shop,contact_tw,was_name,was_phone,was_websit,not_brand_,disused,catering,addr_flats,alcohol,drink_espr,contact_ti,source_nam,source_cui,building_l,live_music,diet_koshe,short_name,payment__2,diet_halal,drive_in,capacity,url,contact_em,constructi,operator,check_da_1,temp,dish,ref,wheelcha_1,entrance,payment__3,designatio,brewery,sport,note,nursery,opening__4,stars,name_en,wifi,food,was_amenit,payment_bi,not_name,disused_am,drive_thro,leisure,breakfast,drink_whis,drink_byob,black_owne,internet_2,self_servi,height,name_th,contact_sm,phases,name_bn,name_es,payment_ap,drink_smoo,nycdoitt_b,walkup_win,loc_name,diet_lac_1,diet_pesce,strapline,location,name_alt,disused_we,is_in,payment_nf,disused_cu,reservat_1,contact__1,diet_dairy,diet_dai_1,payment__4,phone_mnem,seasonal,diet_nut_f,check_da_2,currency_X,payment__5,payment_li,payment__6,payment_on,coffee,check_da_3,contact__2,fixme_atp,office,diet_soul_,certificat,certific_1,certific_2,brand_en,brand_zh,name_zh_Ha,name_ja,old_websit,opening__5,pets_allow,lunch,disused_sh,contact_li,name_ru,name_it,second_han,was_cuisin,survey_dat,was_brand,was_brand_,brand_ja,theme,take_out,drink_cide,diet_healt,diet_medit,street_ven,website_re,level_ref,contact_na,was_shop,descript_1,women_owne,contact_yo,airside,diet_organ,name_uk,drink_soju,name_ko,website_bo,dinner,name_fa,access,addr_place,amenity_1,name_fr,owner,contact_ye,source_ope,opening__6,name_en_fo,name_etymo,name_ety_1,name_pronu,name_de,image,payment__7,delivery_w,delivery_p,oven,cuisine_ja,drink_bubb,contact_pi,delivery_f,delivery_m,drink_juic,name_tr,toilets_nu,drink_cock,brunch,addr_zip,payment__8,payment,deli,opening__7,restaurant,payment_el,payment_jc,payment_un,fireplace,cafe,payment_pa,nysgissa_1,payment__9,disused_na,jukebox,television,brunch_men,dinner_men,lunch_menu,mapillary,drink_lass,indoor,rice_noodl,payment_eb,country,payment_10,addr_full,changing_1,descript_2,source_ref,construc_1,origin,payment_ch,nysgissa_2,cuisine_di,payment_go,brand_wi_1,pizza_styl,addr_subur,diet_jain,name_ar,payment_qr,drink_sush,karaoke,vegetarian,diet_Carne,name_zh__1,descript_3,payment_ta,payment_te,contact_bl,services,name_vi,kids_area,byob,breakfast_,music,check_da_4,brand_webs,name_yue_H,construc_2,payment_11,year,wikimedia_,cinema,payment_12,offshore,toilets_di,toilets_po,name_ja_rm,toilets_fe,toilets_ha,toilets_pa,website_or,name_bo,opening_da,unit,healthcare,natural,payment_al,payment_we,end_date,operationa,diet_poult,lgbtq,diet_macro,diet_local,contact__3,diet_sugar,service_el,membership,addr_door,payment_13,toilets_me,parking,min_age,descript_4,descript_5,descript_6,descript_7,not_shop,diet_non_h,short_na_1,image_menu,panoramax,Shape_Length,Shape_Area,pickup_by_zone_csv_LocationID,pickup_count,pickup_by_zone_csv_Borough,pickup_by_zone_csv_Zone,pickup_by_zone_csv_service_zone,LocationID_1,dropoff_count,Borough_1,Zone_1,service_zone
85,3,84,85,0.057475147356200,Erasmus,85,Brooklyn,node/2549882024,restaurant,IHOP,,node/2549882024,,,,,24/7,+1-718-287-4467,https://restaurants.ihop.com/en-us/ny/brooklyn/breakfast-2244-church-ave-3273,,,,,breakfast,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ihop.com/en/menu?StoreNumber=3273&action=viewmenu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18756.817183206094000,0.000143637804933,85,1439,Brooklyn,Erasmus,Boro Zone,85,1865,Brooklyn,Erasmus,Boro Zone
86,4,85,86,0.134245282582000,Far Rockaway,86,Queens,node/2717625635,restaurant,Ichiban Sushi Cajun Harbor,,node/2717625635,,,233A,Beach 20th Street,"Mo-Th 11:00-22:00, Fr-Sa 11:00-22:30, Su 11:00-22:00",+1 347-246-6441,https://www.ichibansushiandcajunharbor.com,11691,,,,sushi;seafood_boil,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49124.875578389881000,0.000623278815249,86,887,Queens,Far Rockaway,Boro Zone,86,1317,Queens,Far Rockaway,Boro Zone
87,56,86,87,0.036901549611700,Financial District North,87,Manhattan,node/2183010463,restaurant,Giardino D'Oro,,node/2183010463,yes,New York,5,Gold Street,"Mo-Fr 12:00-15:00, 17:00-22:00; Sa 17:00-22:00",+1 212-514-6400,https://giardinodoro.com,,,,,italian,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,Giardino-Doro-219738781378741,,,info@giardinodoro.com,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GiardinoDoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13460.113346026092000,0.000067205021069,87,30542,Manhattan,Financial District North,Yellow Zone,87,40747,Manhattan,Financial District North,Yellow Zone
88,28,87,88,0.035204603532700,Financial District South,88,Manhattan,node/2183010450,restaurant,Bobby Van's,,node/2183010450,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11408.344905884958000,0.000057299945541,88,15700,Manhattan,Financial District South,Yellow Zone,88,20815,Manhattan,Financial District South,Yellow Zone
89,35,88,89,0.122794569553000,Flatbush/Ditmas Park,89,Brooklyn,node/2276257858,restaurant,The Castello Plan,,node/2276257858,,Brooklyn,1213,Cortelyou Road,,+1-718-856-8888,https://thecastelloplan.com/,11218,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38738.059072289259000,0.000447548142373,89,3618,Brooklyn,Flatbush/Ditmas Park,Boro Zone,89,5864,Brooklyn,Flatbush/Ditmas Park,Boro Zone
90,53,89,90,0.030759162081900,Flatiron,90,Manhattan,node/2299770711,restaurant,Crema,,node/2299770711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9804.282413341281400,0.000055313247630,90,62220,Manhattan,Flatiron,Yellow Zone,90,58773,Manhattan,Flatiron,Yellow Zone
91,7,90,91,0.124996624585000,Flatlands,91,Brooklyn,node/2563789654,restaurant,The Waffle Box,,node/2563789654,,Brooklyn,1682,Flatbush Avenue,Mo-Fr 11:00-20:00,+1-718-975-7655,https://thewafflebox1682.com/,11210,NY,,,smoothie;waffle;rotisserie_chicken;scrambled_eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40635.282164625598000,0.000537330013243,91,1933,Brooklyn,Flatlands,Boro Zone,91,2329,Brooklyn,Flatlands,Boro Zone
92,101,91,92,0.117830066799000,Flushing,92,Queens,node/2553606382,restaurant,Kitchen 999,,node/2553606382,,,44-10,Kissena Boulevard,Mo-Su 11:00-21:00,+1-917-819-0168,,11355,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38411.581039765821000,0.000374946617289,92,1020,Queens,Flushing,Boro Zone,92,3623,Queens,Flushing,Boro Zone
93,2,92,93,0.170998027597000,Flushing Meadows-Corona Park,93,Queens,node/11163533664,restaurant,Pat LaFrieda Meat Co,,node/11163533664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Fountain Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62449.710563722801000,0.000594278183978,93,527,Queens,Flushing Meadows-Corona Park,Boro Zone,93,3016,Queens,Flushing Meadows-Corona Park,Boro Zone
94,12,93,94,0.049832608314700,Fordham South,94,Bronx,node/2807618245,restaurant,Liberato Restaurant,,node/2807618245,,,2281,Jerome Avenue,,+1-718-716-6200,http://www.liberatorestaurant.com,10468,NY,,,caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15878.272320620285000,0.000062581940739,94,401,Bronx,Fordham South,Boro Zone,94,573,Bronx,Fordham South,Boro Zone
95,115,94,95,0.113629605476000,Forest Hills,95,Queens,node/2495099361,restaurant,Samarkand,,node/2495099361,,,,Queens Boulevard,,+1 718 263-4444,,,NY,,,uzbek,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36182.037396347885000,0.000572770338030,95,2011,Queens,Forest Hills,Boro Zone,95,6250,Queens,Forest Hills,Boro Zone
96,0,95,96,0.185180248095000,Forest Park/Highland Park,96,Queens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55902.686812691456000,0.000547566253402,96,44,Queens,Forest Park/Highland Park,Boro Zone,96,174,Queens,Forest Park/Highland Park,Boro Zone
97,42,96,97,0.062476014742300,Fort Greene,97,Brooklyn,node/813645468,restaurant,Graziella's,,node/813645468,,,,,Mo-We 15:00-23:00; Th-Su 11:00-23:00,+1-718-789-5663,https://www.graziellasmenu.com/,,,,,italian;pizza,,,,,,draught,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/pg/Graziellas-Restaurant-270761309842/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19829.739936797603000,0.000163303970435,97,5385,Brooklyn,Fort Greene,Boro Zone,97,7248,Brooklyn,Fort Greene,Boro Zone
98,31,97,98,0.121661018278000,Fresh Meadows,98,Queens,node/357618253,restaurant,Hooters,,node/357618253,,Fresh Meadows,61-09,190th Street,,+1-718-454-2800,,11365,NY,Hooters,Q1025921,burger,13,2080415,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37193.772092390544000,0.000485773020954,98,207,Queens,Fresh Meadows,Boro Zone,98,714,Queens,Fresh Meadows,Boro Zone
99,5,98,99,0.183371489300000,Freshkills Park,99,Staten Island,node/9939892548,restaurant,Greek Fellas,,node/9939892548,,,,,,,,,,,,greek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57574.008891371537000,0.001210164638770,99,1,Staten Island,Freshkills Park,Boro Zone,99,6,Staten Island,Freshkills Park,Boro Zone
100,54,99,100,0.024813109034200,Garment District,100,Manhattan,node/1426311638,restaurant,Red Lobster,,node/1426311638,,,,,,,,,,Red Lobster,Q846301,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7803.322805592443700,0.000037470021029,100,53654,Manhattan,Garment District,Yellow Zone,100,47585,Manhattan,Garment District,Yellow Zone
101,28,100,101,0.101709836277000,Glen Oaks,101,Queens,node/2545583948,restaurant,EFresh,,node/2545583948,,,271-10,Union Turnpike,,,,11040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33600.565734330878000,0.000452342528877,101,226,Queens,Glen Oaks,Boro Zone,101,547,Queens,Glen Oaks,Boro Zone
102,18,101,102,0.136900484646000,Glendale,102,Queens,node/460482199,restaurant,Zum Stammtisch,,node/460482199,,Glendale,69-46,Myrtle Avenue,,+1 718 386-3014,https://zumstammtisch.com/,11385,NY,,,german,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41357.638358760727000,0.000296595466345,102,478,Queens,Glendale,Boro Zone,102,1191,Queens,Glendale,Boro Zone
105,2,104,105,0.077425339831400,Governor's Island/Ellis Island/Liberty Island,105,Manhattan,node/10964503294,restaurant,Taco Vista,,node/10964503294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18527.677512294853000,0.000368636392805,105,2,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,105,1,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone
106,13,105,106,0.049211011979800,Gowanus,106,Brooklyn,node/2494372721,restaurant,Caf茅 Mars,,node/2494372721,,,272,3rd Avenue,We-Sa 17:30-21:00; Su 17:30-20:00,+1-347-987-4225,https://cafemarsbk.com,11215,,,,italian,,,,,yes,,yes,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15905.429854643657000,0.000113616826567,106,1155,Brooklyn,Gowanus,Boro Zone,106,2155,Brooklyn,Gowanus,Boro Zone
107,76,106,107,0.038041364590800,Gramercy,107,Manhattan,node/2279536009,restaurant,The Laurels,,node/2279536009,,New York,231,2nd Avenue,"Mo 15:00-02:00, Tu-We 10:00-02:00, Th-Sa 10:00-04:00, Su 10:00-02:00",+1-646-398-9002,https://thelaurelsnyc.com,10003,NY,,,mediterranean,,,yes,,yes,draught,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12091.546448727893000,0.000074611219267,107,78266,Manhattan,Gramercy,Yellow Zone,107,75900,Manhattan,Gramercy,Yellow Zone
